"estimate","tau2","Q","I2","phi","analysis"
0.290088817521219,0.290740291072744,132.763397969581,53.9147146776793,NA,"twostep_binorm"
0.290825860893134,0.290711086954735,133.018167324637,53.4521351559991,NA,"twostep_binorm"
0.290984199932679,0.284393982961338,132.775492847386,53.416497969175,NA,"twostep_binorm"
0.289839147016206,0.292144957712436,133.227004789248,53.6277696884609,NA,"twostep_binorm"
0.289887498721526,0.289992436002691,133.222777758075,53.4126050779097,NA,"twostep_binorm"
0.291335211435431,0.279954119509641,131.653949083988,52.7010659489458,NA,"twostep_binorm"
0.291245983896543,0.288550870486445,132.334344415167,53.6338970475468,NA,"twostep_binorm"
0.290359725799744,0.299026801483664,133.231932655307,54.5031997468185,NA,"twostep_binorm"
0.289377279428671,0.282532695714312,131.604950128838,52.8514082485399,NA,"twostep_binorm"
0.288951862744906,0.289141847630486,132.55853804405,53.379328004452,NA,"twostep_binorm"
0.289519378439161,0.297747994697306,134.151229003925,54.0417872593799,NA,"twostep_binorm"
0.290756213581571,0.285581720143428,132.397469670632,53.4890041032048,NA,"twostep_binorm"
0.28945256190255,0.29400562518046,133.169455770537,53.7790050414605,NA,"twostep_binorm"
0.289424360011657,0.281002890638912,131.819949638378,52.6707113736966,NA,"twostep_binorm"
0.292225861819144,0.282397149943115,131.915715919602,52.926876896535,NA,"twostep_binorm"
0.28814183570628,0.286534156242114,132.080910682183,53.1207341370451,NA,"twostep_binorm"
0.290274364297045,0.29314013299531,133.811119668063,53.7345459447019,NA,"twostep_binorm"
0.291036705810567,0.290301618659733,132.801561353949,53.4037777840578,NA,"twostep_binorm"
0.291282803885694,0.289814620213313,131.766543138092,53.4001615697158,NA,"twostep_binorm"
0.289471243101717,0.283131205464435,131.669736223868,52.8849578093798,NA,"twostep_binorm"
0.291033988024189,0.295334814196088,134.500108512276,54.3282363307645,NA,"twostep_binorm"
0.290811644243637,0.286178488470624,131.402558675978,53.4974369642528,NA,"twostep_binorm"
0.289079838241654,0.295250213817148,133.419323657134,53.8341038374052,NA,"twostep_binorm"
0.290157987577356,0.295423170621739,134.392523817193,54.2866110649294,NA,"twostep_binorm"
0.29066871097896,0.2890189821079,133.250863333287,53.4039314025026,NA,"twostep_binorm"
0.288844022430578,0.287101522769218,131.904746746387,53.1891609883903,NA,"twostep_binorm"
0.28982368662696,0.288494844415739,132.079567136406,53.3032603201965,NA,"twostep_binorm"
0.290415941917198,0.286313165770719,133.10760334136,53.2037553026758,NA,"twostep_binorm"
0.290107133990408,0.292010488241782,133.795325679887,54.0182631654287,NA,"twostep_binorm"
0.288895444541524,0.292079681099713,132.318234682664,53.8979189598984,NA,"twostep_binorm"
0.287049101772568,0.286697130948409,132.124162623355,53.4967384343499,NA,"twostep_binorm"
0.289436788170411,0.285954571693975,132.346984362524,53.057751930741,NA,"twostep_binorm"
0.289537316517466,0.28464933506029,130.77599325998,52.9026080438039,NA,"twostep_binorm"
0.289816512244101,0.279292509824249,130.462604724388,52.5624484817623,NA,"twostep_binorm"
