"","trial","estimate.Estimate","estimate.Std. Error","estimate.z value","estimate.Pr(>|z|)","var"
"f3.grouped.method_phylogenetic:R12","Omitting Sagar_2003",-0.329988509066305,0.279576873043862,-1.18031404197919,0.237875335316968,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R12","Omitting Sagar_2003",-0.115184415040747,0.314482139670394,-0.366266952906993,0.714165886586558,"Grouped Method"
"f3.(Intercept)13","Omitting Derdeyn_2004",-1.06585067099753,0.175868357452516,-6.06050278990812,1.35696697518483e-09,"Grouped Method"
"f3.grouped.method_distance13","Omitting Derdeyn_2004",-0.26946763012226,0.352517170233918,-0.764409943332549,0.444622985107398,"Grouped Method"
"f3.grouped.method_model13","Omitting Derdeyn_2004",-0.64063211400981,0.570250630350329,-1.12342201816812,0.261258302868191,"Grouped Method"
"f3.grouped.method_molecular13","Omitting Derdeyn_2004",0.655153508547173,0.289886235192248,2.26003662475621,0.0238189778572612,"Grouped Method"
"f3.grouped.method_phylogenetic:R13","Omitting Derdeyn_2004",-0.3251478738802,0.270735088708517,-1.20098165121945,0.229758319011431,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R13","Omitting Derdeyn_2004",-0.0177230229085487,0.308927986845797,-0.057369431269415,0.954250913196348,"Grouped Method"
"f3.(Intercept)14","Omitting Sagar_2004",-1.06689021048235,0.177141498396958,-6.02281351426502,1.71410904287281e-09,"Grouped Method"
"f3.grouped.method_distance14","Omitting Sagar_2004",-0.271629940330453,0.355245155178613,-0.764626727122796,0.444493849250733,"Grouped Method"
"f3.grouped.method_model14","Omitting Sagar_2004",-0.640299919438067,0.572768848100207,-1.11790283560611,0.263608493858537,"Grouped Method"
"f3.grouped.method_molecular14","Omitting Sagar_2004",0.54793591109567,0.305005000476763,1.79648173059187,0.0724179357192784,"Grouped Method"
"f3.grouped.method_phylogenetic:R14","Omitting Sagar_2004",-0.325793447300688,0.272864591558157,-1.19397480428035,0.232487824047413,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R14","Omitting Sagar_2004",-0.104249345596811,0.308347202855627,-0.338090777640758,0.735294780151089,"Grouped Method"
"f3.(Intercept)15","Omitting Ritola_2004",-1.06738955106873,0.178817084670177,-5.9691698533029,2.38463762801872e-09,"Grouped Method"
"f3.grouped.method_distance15","Omitting Ritola_2004",-0.275287674669893,0.358681168945759,-0.767499658482272,0.442784496166341,"Grouped Method"
"f3.grouped.method_model15","Omitting Ritola_2004",-0.640752603637251,0.576076867250691,-1.11226928221441,0.266022387121762,"Grouped Method"
"f3.grouped.method_molecular15","Omitting Ritola_2004",0.724564315225945,0.306999907210908,2.36014506261128,0.0182677901317761,"Grouped Method"
"f3.grouped.method_phylogenetic:R15","Omitting Ritola_2004",-0.327521550136904,0.275650598364028,-1.18817645265683,0.234763898736786,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R15","Omitting Ritola_2004",-0.108770825727134,0.310913556245537,-0.349842660579375,0.726456781097159,"Grouped Method"
"f3.(Intercept)16","Omitting Gottlieb_2008",-1.11263060733558,0.186308601910314,-5.9719765804006,2.34396185495907e-09,"Grouped Method"
"f3.grouped.method_distance16","Omitting Gottlieb_2008",-0.231295248204454,0.362825049235545,-0.637484232943072,0.523809476937849,"Grouped Method"
"f3.grouped.method_model16","Omitting Gottlieb_2008",-0.595581326512562,0.578597415523078,-1.02935358944549,0.303313549503093,"Grouped Method"
"f3.grouped.method_molecular16","Omitting Gottlieb_2008",0.70086528195662,0.300322745512513,2.33370696169071,0.0196110713137961,"Grouped Method"
"f3.grouped.method_phylogenetic:R16","Omitting Gottlieb_2008",-0.282360042602329,0.280860361018663,-1.0053395985757,0.314733353661211,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R16","Omitting Gottlieb_2008",-0.0644336410390599,0.315758884357715,-0.204059629771382,0.838306901287093,"Grouped Method"
"f3.(Intercept)17","Omitting Keele_2008",-1.10075843570773,0.187521583392381,-5.87003594889895,4.35700655059074e-09,"Grouped Method"
"f3.grouped.method_distance17","Omitting Keele_2008",-0.245567421214916,0.3649585716093,-0.672863827069675,0.501033926935605,"Grouped Method"
"f3.grouped.method_model17","Omitting Keele_2008",-0.607936501968101,0.580685285096465,-1.04692940835776,0.295132137159482,"Grouped Method"
"f3.grouped.method_molecular17","Omitting Keele_2008",0.688616661418013,0.302447489626386,2.2768139430374,0.0227973385448677,"Grouped Method"
"f3.grouped.method_phylogenetic:R17","Omitting Keele_2008",-0.295602736013665,0.282671078361376,-1.04574807485524,0.29567736046086,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R17","Omitting Keele_2008",-0.0792723468665001,0.317331844834312,-0.249808987521849,0.802735069030706,"Grouped Method"
"f3.(Intercept)18","Omitting Kwiek_2008",-1.06674720205263,0.176435445586086,-6.0461048431005,1.48389553303325e-09,"Grouped Method"
"f3.grouped.method_distance18","Omitting Kwiek_2008",-0.269848255191606,0.35385705786294,-0.762591134457819,0.445707273460262,"Grouped Method"
"f3.grouped.method_model18","Omitting Kwiek_2008",-0.639995870816864,0.571344441418547,-1.12015769196576,0.262646569434335,"Grouped Method"
"f3.grouped.method_molecular18","Omitting Kwiek_2008",0.532703133928196,0.306013966143054,1.74078046385363,0.0817220676631003,"Grouped Method"
"f3.grouped.method_phylogenetic:R18","Omitting Kwiek_2008",-0.324991416589299,0.271698693351968,-1.19614640975948,0.231639429471484,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R18","Omitting Kwiek_2008",-0.102085140760667,0.307347931979543,-0.332148455020227,0.739777163189284,"Grouped Method"
"f3.(Intercept)19","Omitting SalazarGonzalez_2008",-1.06947969141671,0.18344698179732,-5.82991162317577,5.54567384800352e-09,"Grouped Method"
"f3.grouped.method_distance19","Omitting SalazarGonzalez_2008",-0.275386865711473,0.362267916557052,-0.76017459213257,0.447150230257909,"Grouped Method"
"f3.grouped.method_model19","Omitting SalazarGonzalez_2008",-0.639130431723499,0.578954774693899,-1.10393844158452,0.269619841898781,"Grouped Method"
"f3.grouped.method_molecular19","Omitting SalazarGonzalez_2008",0.657413347245811,0.299561063202767,2.19458877671569,0.0281931093533412,"Grouped Method"
"f3.grouped.method_phylogenetic:R19","Omitting SalazarGonzalez_2008",-0.32655471486972,0.279547189971513,-1.16815595571895,0.242743862907341,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R19","Omitting SalazarGonzalez_2008",-0.109271757825962,0.314320520203165,-0.347644365551868,0.728107283162986,"Grouped Method"
"f3.(Intercept)20","Omitting Abrahams_2009",-1.04765342571074,0.188161453254087,-5.56784297523479,2.57912079010962e-08,"Grouped Method"
"f3.grouped.method_distance20","Omitting Abrahams_2009",-0.298947844444948,0.365629672103432,-0.817624682168518,0.413571529378033,"Grouped Method"
"f3.grouped.method_model20","Omitting Abrahams_2009",-0.661480072139913,0.581920610884116,-1.1367187547025,0.25565587651669,"Grouped Method"
"f3.grouped.method_molecular20","Omitting Abrahams_2009",0.635270683091972,0.303647061358539,2.09213512638563,0.036426429721488,"Grouped Method"
"f3.grouped.method_phylogenetic:R20","Omitting Abrahams_2009",-0.34963535005922,0.283380046004004,-1.23380370279946,0.217276059325054,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R20","Omitting Abrahams_2009",-0.133527660027047,0.317468418216477,-0.420601396438736,0.674046173862359,"Grouped Method"
"f3.(Intercept)21","Omitting Kearney_2009",-1.06651633107677,0.175868252520564,-6.06429139876775,1.32536671045467e-09,"Grouped Method"
"f3.grouped.method_distance21","Omitting Kearney_2009",-0.268803287784253,0.352481537563702,-0.762602460379003,0.445700516820307,"Grouped Method"
"f3.grouped.method_model21","Omitting Kearney_2009",-0.640048383249986,0.570260557024527,-1.12237884133105,0.261701396877793,"Grouped Method"
"f3.grouped.method_molecular21","Omitting Kearney_2009",0.655816857505799,0.289876591957044,2.26240019271023,0.0236726890411776,"Grouped Method"
"f3.grouped.method_phylogenetic:R21","Omitting Kearney_2009",-0.254934342168751,0.2729512826708,-0.933992101719563,0.350307967214729,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R21","Omitting Kearney_2009",-0.100788737192471,0.306164342286547,-0.329198156910581,0.742005915943718,"Grouped Method"
"f3.(Intercept)22","Omitting SalazarGonzalez_2009",-1.05167325222401,0.1789584606138,-5.87663331824005,4.18694229218105e-09,"Grouped Method"
"f3.grouped.method_distance22","Omitting SalazarGonzalez_2009",-0.289259820721016,0.358193100846208,-0.807552741908368,0.419348101044831,"Grouped Method"
"f3.grouped.method_model22","Omitting SalazarGonzalez_2009",-0.656122272016894,0.575210732077043,-1.14066416954302,0.254009702493484,"Grouped Method"
"f3.grouped.method_molecular22","Omitting SalazarGonzalez_2009",0.640104559443678,0.295024169478153,2.16966820235749,0.0300319905666207,"Grouped Method"
"f3.grouped.method_phylogenetic:R22","Omitting SalazarGonzalez_2009",-0.342496507918155,0.27543903081388,-1.24345669858818,0.213699588017798,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R22","Omitting SalazarGonzalez_2009",-0.12259548375848,0.310829487550963,-0.394413942912606,0.693275451431838,"Grouped Method"
"f3.(Intercept)23","Omitting Novitsky_2009",-1.06751133914801,0.179345155708091,-5.95227306214803,2.64443676840191e-09,"Grouped Method"
"f3.grouped.method_distance23","Omitting Novitsky_2009",-0.276437381458212,0.359750105497024,-0.768415011515537,0.442240664795673,"Grouped Method"
"f3.grouped.method_model23","Omitting Novitsky_2009",-0.640970879076639,0.5770681247114,-1.11073693317786,0.266681599823076,"Grouped Method"
"f3.grouped.method_molecular23","Omitting Novitsky_2009",0.655555902388704,0.296616080149576,2.21011585770442,0.027097122579911,"Grouped Method"
"f3.grouped.method_phylogenetic:R23","Omitting Novitsky_2009",-0.338769909730451,0.280136929352928,-1.2093011460965,0.226547170715869,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R23","Omitting Novitsky_2009",-0.110251698010726,0.311675072918729,-0.353739222640609,0.723534325264695,"Grouped Method"
"f3.(Intercept)24","Omitting Haaland_2009",-1.10432394497002,0.178649609723021,-6.18150773842814,6.3492247373428e-10,"Grouped Method"
"f3.grouped.method_distance24","Omitting Haaland_2009",-0.232622640963723,0.35330350198347,-0.65842155443624,0.510267288823459,"Grouped Method"
"f3.grouped.method_model24","Omitting Haaland_2009",-0.602310701309733,0.5714452453226,-1.05401297191599,0.291876978194696,"Grouped Method"
"f3.grouped.method_molecular24","Omitting Haaland_2009",0.693493477672963,0.291756689087294,2.37695827931976,0.0174560623813589,"Grouped Method"
"f3.grouped.method_phylogenetic:R24","Omitting Haaland_2009",-0.287085367105766,0.272054849188106,-1.05524811618876,0.291311863378749,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R24","Omitting Haaland_2009",0.0963518282801562,0.314842438806857,0.306031895335635,0.759580361101089,"Grouped Method"
"f3.(Intercept)25","Omitting Bar_2010",-1.06595448921858,0.174040353555133,-6.12475479073828,9.08233683840978e-10,"Grouped Method"
"f3.grouped.method_distance25","Omitting Bar_2010",-0.264746686710352,0.348719411411559,-0.759196873035258,0.447734796339761,"Grouped Method"
"f3.grouped.method_model25","Omitting Bar_2010",-0.639680627914055,0.566660519845237,-1.12886041203075,0.258956723127094,"Grouped Method"
"f3.grouped.method_molecular25","Omitting Bar_2010",0.655971292208343,0.286315266370698,2.29108039024033,0.0219587645838422,"Grouped Method"
"f3.grouped.method_phylogenetic:R25","Omitting Bar_2010",-0.434924596396946,0.274168566859888,-1.58634011687857,0.112662176632736,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R25","Omitting Bar_2010",-0.0958324112593765,0.303373422153215,-0.315889277904435,0.752086550543873,"Grouped Method"
"f3.(Intercept)26","Omitting Zhang_2010",-1.06610696956162,0.176346087028183,-6.04553799592526,1.48912249957239e-09,"Grouped Method"
"f3.grouped.method_distance26","Omitting Zhang_2010",-0.270315874754384,0.353497724450202,-0.764689150898519,0.444456668023506,"Grouped Method"
"f3.grouped.method_model26","Omitting Zhang_2010",-0.640732035209368,0.571177289192698,-1.12177435506054,0.261958392657358,"Grouped Method"
"f3.grouped.method_molecular26","Omitting Zhang_2010",0.65527268891188,0.290803393667307,2.25331857599139,0.0242390693285883,"Grouped Method"
"f3.grouped.method_phylogenetic:R26","Omitting Zhang_2010",-0.325535194700522,0.271529726762862,-1.19889339035363,0.230569402162012,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R26","Omitting Zhang_2010",-0.0283917136707235,0.309338700160646,-0.0917819647395529,0.926871273624471,"Grouped Method"
"f3.(Intercept)27","Omitting Li_2010",-1.10126211236146,0.186191334507318,-5.91467973133937,3.3252196085462e-09,"Grouped Method"
"f3.grouped.method_distance27","Omitting Li_2010",-0.244093400254649,0.363578098190135,-0.671364423406493,0.50198840307753,"Grouped Method"
"f3.grouped.method_model27","Omitting Li_2010",-0.607373251492402,0.579624881305854,-1.04787297971756,0.294697132816315,"Grouped Method"
"f3.grouped.method_molecular27","Omitting Li_2010",0.689196870319606,0.301097926553375,2.28894591938491,0.0220824947828306,"Grouped Method"
"f3.grouped.method_phylogenetic:R27","Omitting Li_2010",-0.294578828654363,0.281305606328514,-1.04718435049726,0.295014561597368,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R27","Omitting Li_2010",-0.0777803029371135,0.31600612382015,-0.246135429265861,0.805577397943854,"Grouped Method"
"f3.(Intercept)28","Omitting Masharsky_2010",-1.07850564222113,0.184117785721847,-5.85769396472355,4.69338506094246e-09,"Grouped Method"
"f3.grouped.method_distance28","Omitting Masharsky_2010",-0.26683153692757,0.362668588349044,-0.735744824613161,0.461886005074636,"Grouped Method"
"f3.grouped.method_model28","Omitting Masharsky_2010",-0.630151991958942,0.579300679134184,-1.08778051650269,0.276692012724962,"Grouped Method"
"f3.grouped.method_molecular28","Omitting Masharsky_2010",0.666418720151484,0.300085120538915,2.2207656246157,0.0263668399948934,"Grouped Method"
"f3.grouped.method_phylogenetic:R28","Omitting Masharsky_2010",-0.317663999501126,0.280026800291498,-1.13440570391994,0.256624407565357,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R28","Omitting Masharsky_2010",-0.1006683179671,0.31472660316094,-0.319859576394378,0.749074782610979,"Grouped Method"
"f3.(Intercept)29","Omitting Nofemela_2011",-1.07133319982628,0.185832985864181,-5.76503248249633,8.16421154785419e-09,"Grouped Method"
"f3.grouped.method_distance29","Omitting Nofemela_2011",-0.275184916676117,0.364367698056455,-0.755239605881528,0.450105228565471,"Grouped Method"
"f3.grouped.method_model29","Omitting Nofemela_2011",-0.637656051691695,0.580776152829268,-1.09793773140535,0.272231680598087,"Grouped Method"
"f3.grouped.method_molecular29","Omitting Nofemela_2011",0.659069771547576,0.301867250291317,2.18330995134961,0.0290129922082817,"Grouped Method"
"f3.grouped.method_phylogenetic:R29","Omitting Nofemela_2011",-0.325540292639647,0.281746464121588,-1.1554370119767,0.247911512626202,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R29","Omitting Nofemela_2011",-0.109367937670476,0.316278981270214,-0.345795782037877,0.729496195285447,"Grouped Method"
"f3.(Intercept)30","Omitting Rolland_2011",-1.06803453876426,0.181039242610903,-5.89946424521742,3.64683789654521e-09,"Grouped Method"
"f3.grouped.method_distance30","Omitting Rolland_2011",-0.280175432767431,0.363210775304963,-0.77138524464806,0.440478618433214,"Grouped Method"
"f3.grouped.method_model30","Omitting Rolland_2011",-0.641351123899118,0.580460885596648,-1.10489981291312,0.269203003512433,"Grouped Method"
"f3.grouped.method_molecular30","Omitting Rolland_2011",0.655505419632135,0.299912454666954,2.18565587867986,0.0288407911458017,"Grouped Method"
"f3.grouped.method_phylogenetic:R30","Omitting Rolland_2011",-0.354857710777964,0.289407232747058,-1.22615356710214,0.220140890903665,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R30","Omitting Rolland_2011",-0.114770147900013,0.314276243773907,-0.365188747713874,0.714970517158005,"Grouped Method"
"f3.(Intercept)31","Omitting CollinsFairclough_2011",-1.03510942773652,0.182089854518855,-5.68460791224006,1.31113113004021e-08,"Grouped Method"
"f3.grouped.method_distance31","Omitting CollinsFairclough_2011",-0.30611811687575,0.360019974485686,-0.850280924865519,0.395168919159943,"Grouped Method"
"f3.grouped.method_model31","Omitting CollinsFairclough_2011",-0.672807008638981,0.576676242977978,-1.16669798146111,0.243332358285228,"Grouped Method"
"f3.grouped.method_molecular31","Omitting CollinsFairclough_2011",0.62345475068049,0.297282852026099,2.09717696944645,0.0359779124291277,"Grouped Method"
"f3.grouped.method_phylogenetic:R31","Omitting CollinsFairclough_2011",-0.359420483146842,0.277685037108891,-1.2943458779376,0.195545976193727,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R31","Omitting CollinsFairclough_2011",-0.139707268944331,0.312732903743694,-0.446730316100127,0.655069790080697,"Grouped Method"
"f3.(Intercept)32","Omitting Cornelissen_2011",-1.06731730999505,0.178597131774272,-5.97611674606302,2.28519263226297e-09,"Grouped Method"
"f3.grouped.method_distance32","Omitting Cornelissen_2011",-0.274817727129281,0.358216256754794,-0.767183850389568,0.442972213387768,"Grouped Method"
"f3.grouped.method_model32","Omitting Cornelissen_2011",-0.640705018724442,0.575647698624775,-1.11301586066459,0.265701617681923,"Grouped Method"
"f3.grouped.method_molecular32","Omitting Cornelissen_2011",0.655634401097293,0.295163802026168,2.22125611811697,0.0263336191987018,"Grouped Method"
"f3.grouped.method_phylogenetic:R32","Omitting Cornelissen_2011",-0.28075536662326,0.281573174826645,-0.997095574875379,0.31871812075236,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R32","Omitting Cornelissen_2011",-0.108187466866907,0.310542500619864,-0.348382159127841,0.727553199279145,"Grouped Method"
"f3.(Intercept)33","Omitting Novitsky_2011",-1.09907149368901,0.180811396777979,-6.07855208949344,1.21272588733464e-09,"Grouped Method"
"f3.grouped.method_distance33","Omitting Novitsky_2011",-0.276197207259325,0.383557289672854,-0.720093750518732,0.471467275075963,"Grouped Method"
"f3.grouped.method_model33","Omitting Novitsky_2011",-0.608851357065963,0.576185514914425,-1.0566932720556,0.290651596533034,"Grouped Method"
"f3.grouped.method_molecular33","Omitting Novitsky_2011",0.687412905131548,0.296400139979068,2.3192057371501,0.0203838835455622,"Grouped Method"
"f3.grouped.method_phylogenetic:R33","Omitting Novitsky_2011",-0.295531644078972,0.276273165207344,-1.06970810522685,0.28475071686764,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R33","Omitting Novitsky_2011",-0.076948874404446,0.310901183621402,-0.247502674348613,0.804519222041607,"Grouped Method"
"f3.(Intercept)34","Omitting Kishko_2011",-1.06791518485048,0.179346050717259,-5.9544951259287,2.60875903144239e-09,"Grouped Method"
"f3.grouped.method_distance34","Omitting Kishko_2011",-0.276036214716596,0.359724259977755,-0.767355014459313,0.442870467335565,"Grouped Method"
"f3.grouped.method_model34","Omitting Kishko_2011",-0.6404592908311,0.577070601144222,-1.1098456403102,0.267065548293998,"Grouped Method"
"f3.grouped.method_molecular34","Omitting Kishko_2011",0.656010757090427,0.296619099284372,2.21162682603085,0.026992460280383,"Grouped Method"
"f3.grouped.method_phylogenetic:R34","Omitting Kishko_2011",-0.327626704070057,0.276507167889021,-1.18487598918793,0.236066482106077,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R34","Omitting Kishko_2011",-0.149656200149623,0.318239804507939,-0.470262355713235,0.638167588913178,"Grouped Method"
"f3.(Intercept)35","Omitting Herbeck_2011",-1.06660593961883,0.178150850293951,-5.9870942959796,2.13622946506699e-09,"Grouped Method"
"f3.grouped.method_distance35","Omitting Herbeck_2011",-0.20371817404646,0.368473371986932,-0.552870816547592,0.580351872193578,"Grouped Method"
"f3.grouped.method_model35","Omitting Herbeck_2011",-0.641131300212308,0.574731316347647,-1.11553221823134,0.264622420041498,"Grouped Method"
"f3.grouped.method_molecular35","Omitting Herbeck_2011",0.655092787695171,0.294294979999685,2.22597336759149,0.0260159653662838,"Grouped Method"
"f3.grouped.method_phylogenetic:R35","Omitting Herbeck_2011",-0.327380543325333,0.274560323608249,-1.19238110963349,0.233111843879859,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R35","Omitting Herbeck_2011",-0.107506376246398,0.309846131152071,-0.346966979534866,0.728616126057366,"Grouped Method"
"f3.(Intercept)36","Omitting Kiwelu_2012",-1.06794787016081,0.18078198719,-5.90737985991056,3.47591642117647e-09,"Grouped Method"
"f3.grouped.method_distance36","Omitting Kiwelu_2012",-0.279661790591951,0.36271665202902,-0.771019993230352,0.440695081044734,"Grouped Method"
"f3.grouped.method_model36","Omitting Kiwelu_2012",-0.641230170527455,0.579948657920966,-1.105667134098,0.26887062037138,"Grouped Method"
"f3.grouped.method_molecular36","Omitting Kiwelu_2012",0.65551493012432,0.299415221183991,2.18931732171861,0.0285737842272566,"Grouped Method"
"f3.grouped.method_phylogenetic:R36","Omitting Kiwelu_2012",-0.348984942882804,0.287761472484707,-1.21275770473878,0.225222470439841,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R36","Omitting Kiwelu_2012",-0.114102590425623,0.313894090911071,-0.363506653134001,0.716226443865304,"Grouped Method"
"f3.(Intercept)37","Omitting Sturdevant_2012",-0.998559051816458,0.180987015571084,-5.51729663404646,3.44254091469702e-08,"Grouped Method"
"f3.grouped.method_distance37","Omitting Sturdevant_2012",-0.334190450816947,0.354077051961913,-0.943835385448518,0.345253775063224,"Grouped Method"
"f3.grouped.method_model37","Omitting Sturdevant_2012",-0.707795727644509,0.571163071389903,-1.23921829526219,0.215264666992616,"Grouped Method"
"f3.grouped.method_molecular37","Omitting Sturdevant_2012",0.588014062907988,0.292439060358517,2.01072340400461,0.0443546805396684,"Grouped Method"
"f3.grouped.method_phylogenetic:R37","Omitting Sturdevant_2012",-0.391930699946644,0.273500863922515,-1.43301448604448,0.151853697555959,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R37","Omitting Sturdevant_2012",-0.166503605198759,0.308398773547661,-0.539897105566883,0.589267994108247,"Grouped Method"
"f3.(Intercept)38","Omitting Rossenkhan_2012",-1.06705362943755,0.177639679344358,-6.00684280322895,1.89170763574769e-09,"Grouped Method"
"f3.grouped.method_distance38","Omitting Rossenkhan_2012",-0.272745811955455,0.35619880747009,-0.765712310753197,0.443847500344697,"Grouped Method"
"f3.grouped.method_model38","Omitting Rossenkhan_2012",-0.640454360092953,0.573752125254427,-1.11625618782492,0.264312489531757,"Grouped Method"
"f3.grouped.method_molecular38","Omitting Rossenkhan_2012",0.655733244348156,0.293339612963367,2.23540638689684,0.0253906811893558,"Grouped Method"
"f3.grouped.method_phylogenetic:R38","Omitting Rossenkhan_2012",-0.288287301439387,0.274960780292316,-1.04846698912079,0.294423503688804,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R38","Omitting Rossenkhan_2012",-0.105622246243067,0.308960396346562,-0.34186338278965,0.732453707431326,"Grouped Method"
"f3.(Intercept)39","Omitting Baalwa_2013",-1.04390519893794,0.182376132841458,-5.72391344565586,1.04097799413226e-08,"Grouped Method"
"f3.grouped.method_distance39","Omitting Baalwa_2013",-0.298645654436076,0.360833681865468,-0.827654593917377,0.407866140710464,"Grouped Method"
"f3.grouped.method_model39","Omitting Baalwa_2013",-0.664254660925753,0.577486259437795,-1.15025188923531,0.250040140041673,"Grouped Method"
"f3.grouped.method_molecular39","Omitting Baalwa_2013",0.632076022946991,0.298034639608938,2.12081395564073,0.0339374618119897,"Grouped Method"
"f3.grouped.method_phylogenetic:R39","Omitting Baalwa_2013",-0.351206681597805,0.278303872540372,-1.26195398717227,0.206965343823175,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R39","Omitting Baalwa_2013",-0.13239358680741,0.313303873248592,-0.422572454769372,0.672607227189856,"Grouped Method"
"f3.(Intercept)40","Omitting Frange_2013",-1.06564987501841,0.175404726998974,-6.07537717626417,1.23696627860841e-09,"Grouped Method"
"f3.grouped.method_distance40","Omitting Frange_2013",-0.268473380946375,0.351549954663814,-0.763684868635853,0.445055060070294,"Grouped Method"
"f3.grouped.method_model40","Omitting Frange_2013",-0.640714281767848,0.56929351249047,-1.1254550907579,0.260396237431652,"Grouped Method"
"f3.grouped.method_molecular40","Omitting Frange_2013",0.655142007217119,0.288955972326779,2.2672727680334,0.0233735679492517,"Grouped Method"
"f3.grouped.method_phylogenetic:R40","Omitting Frange_2013",-0.32465854641686,0.269958858690303,-1.20262231064367,0.229122509998287,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R40","Omitting Frange_2013",-0.00740967754660827,0.308501139377958,-0.0240183150102741,0.980837999655236,"Grouped Method"
"f3.(Intercept)41","Omitting Chaillon_2014",-1.06678340975997,0.177952707486871,-5.99475796027818,2.03788736983245e-09,"Grouped Method"
"f3.grouped.method_distance41","Omitting Chaillon_2014",-0.273698234256601,0.356887258974676,-0.76690390977511,0.443138648909655,"Grouped Method"
"f3.grouped.method_model41","Omitting Chaillon_2014",-0.640862306528897,0.574348572159109,-1.11580725990098,0.264504645541762,"Grouped Method"
"f3.grouped.method_molecular41","Omitting Chaillon_2014",0.655362513041051,0.293916267505562,2.22975923926582,0.0257634307539878,"Grouped Method"
"f3.grouped.method_phylogenetic:R41","Omitting Chaillon_2014",-0.326969848339216,0.274204716151469,-1.19242970335565,0.233092799202294,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R41","Omitting Chaillon_2014",-0.0610815290982656,0.314595887832181,-0.194158701562079,0.846051618849441,"Grouped Method"
"f3.(Intercept)42","Omitting Sterrett_2014",-1.07930253727385,0.188323705480183,-5.73110291411199,9.97797012763079e-09,"Grouped Method"
"f3.grouped.method_distance42","Omitting Sterrett_2014",-0.268812531235242,0.366565887532607,-0.733326641615908,0.463359229660398,"Grouped Method"
"f3.grouped.method_model42","Omitting Sterrett_2014",-0.629989429231494,0.582509763070735,-1.08150879035995,0.279470852637801,"Grouped Method"
"f3.grouped.method_molecular42","Omitting Sterrett_2014",0.666892836557389,0.304157106789372,2.19259330678474,0.0283366937951093,"Grouped Method"
"f3.grouped.method_phylogenetic:R42","Omitting Sterrett_2014",-0.318407146872575,0.284001367931785,-1.12114652542467,0.262225497364011,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R42","Omitting Sterrett_2014",-0.103182505745152,0.318337309951201,-0.324129476877748,0.745840011246646,"Grouped Method"
"f3.(Intercept)43","Omitting Wagner_2014",-1.06340624522523,0.166326069104204,-6.39350314086365,1.62127665193283e-10,"Grouped Method"
"f3.grouped.method_distance43","Omitting Wagner_2014",-0.247469779123053,0.332923784267159,-0.743322618622129,0.457286380757219,"Grouped Method"
"f3.grouped.method_model43","Omitting Wagner_2014",-0.638983046842654,0.551844392297961,-1.15790439435623,0.246903054054337,"Grouped Method"
"f3.grouped.method_molecular43","Omitting Wagner_2014",0.656503997722073,0.271259383877172,2.42020750891089,0.0155116525475965,"Grouped Method"
"f3.grouped.method_phylogenetic:R43","Omitting Wagner_2014",-0.164444014819798,0.263104150652911,-0.625014901557878,0.531961277923613,"Grouped Method"
"f3.grouped.method_phylogenetic:S&R43","Omitting Wagner_2014",-0.0749350566460708,0.292187361212431,-0.256462347772771,0.797593850519041,"Grouped Method"
"f3.(Intercept)44","Omitting Danaviah_2015",-1.06713855098061,0.178826796231842,-5.96744209182783,2.41001777681448e-09,"Grouped Method"
"f3.grouped.method_distance44","Omitting Danaviah_2015",-0.275548698186219,0.358680548614951,-0.768228718424384,0.442351314632859,"Grouped Method"
"f3.grouped.method_model44","Omitting Danaviah_2015",-0.641009835996499,0.576089937498801,-1.11269056144178,0.265841350611947,"Grouped Method"
"f3.grouped.method_molecular44","Omitting Danaviah_2015",0.65538358601001,0.295604552143157,2.2170957154023,0.0266165515303073,"Grouped Method"
