"","trial","estimate.Estimate","estimate.Std. Error","estimate.z value","estimate.Pr(>|z|)","var"
"f2.reported.exposure_PWID10","Omitting Renjifo_2003",0.736222926652109,0.377444512727587,1.95054611161737,0.0511110629697043,"Reported Exposure"
"f2.(Intercept)11","Omitting Verhofstede_2003",-1.28365968643278,0.196565082674322,-6.53045631995386,6.55696089851164e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM11","Omitting Verhofstede_2003",-0.63896517876414,0.233971635023062,-2.73095146213411,0.00631517717305939,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection11","Omitting Verhofstede_2003",0.595153771038369,0.620652621442918,0.958916067501226,0.337601029717134,"Reported Exposure"
"f2.reported.exposure_MSM11","Omitting Verhofstede_2003",0.285392798151391,0.239797808111924,1.1901393111074,0.233991641608142,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP11","Omitting Verhofstede_2003",0.563662218725842,0.462164310991726,1.21961433481594,0.222611109685828,"Reported Exposure"
"f2.reported.exposure_MTC:notiming11","Omitting Verhofstede_2003",0.208936326081405,0.543828563190358,0.384195204561681,0.700833772301984,"Reported Exposure"
"f2.reported.exposure_MTC:PostP11","Omitting Verhofstede_2003",-0.305858562976869,1.06876857321537,-0.286178477401052,0.774741427245683,"Reported Exposure"
"f2.reported.exposure_MTC:PreP11","Omitting Verhofstede_2003",-0.018960719610572,0.452261962891912,-0.0419241969617141,0.966559126966847,"Reported Exposure"
"f2.reported.exposure_PWID11","Omitting Verhofstede_2003",0.734481027212143,0.376602816222561,1.95028023045395,0.0511427276648247,"Reported Exposure"
"f2.(Intercept)12","Omitting Sagar_2003",-1.35218436886074,0.199900768163947,-6.7642780029327,1.33975613164141e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM12","Omitting Sagar_2003",-0.603416865894644,0.23544083719032,-2.56292354841938,0.010379490110744,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection12","Omitting Sagar_2003",0.641805151543574,0.620775440426559,1.03387651918472,0.301193893424964,"Reported Exposure"
"f2.reported.exposure_MSM12","Omitting Sagar_2003",0.342677195067472,0.240563063348187,1.42447967821014,0.154307663666966,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP12","Omitting Sagar_2003",0.699111906510095,0.432099871824543,1.61794055517326,0.105675409167204,"Reported Exposure"
"f2.reported.exposure_MTC:notiming12","Omitting Sagar_2003",0.273336049998136,0.541264476197216,0.504995361821128,0.613562093670217,"Reported Exposure"
"f2.reported.exposure_MTC:PostP12","Omitting Sagar_2003",-0.236559568120627,1.06174231686694,-0.222803183373799,0.823688690309777,"Reported Exposure"
"f2.reported.exposure_MTC:PreP12","Omitting Sagar_2003",0.303707793594074,0.424330424985473,0.715734191354466,0.474155494289257,"Reported Exposure"
"f2.reported.exposure_PWID12","Omitting Sagar_2003",0.796455470657232,0.375826183113002,2.1192123019746,0.0340725291026425,"Reported Exposure"
"f2.(Intercept)13","Omitting Derdeyn_2004",-1.24587782001375,0.194558326584478,-6.40362117564156,1.51734322667097e-10,"Reported Exposure"
"f2.reported.exposure_HSX:FTM13","Omitting Derdeyn_2004",-0.637950398291367,0.234194125801993,-2.72402391010756,0.00644918373535838,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection13","Omitting Derdeyn_2004",0.564301523836523,0.619252693066603,0.91126212312787,0.362157278500121,"Reported Exposure"
"f2.reported.exposure_MSM13","Omitting Derdeyn_2004",0.252461181148861,0.238093346493552,1.06034538497991,0.288987498901691,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP13","Omitting Derdeyn_2004",0.59447966263149,0.428481689596226,1.38740972383602,0.165316861592616,"Reported Exposure"
"f2.reported.exposure_MTC:notiming13","Omitting Derdeyn_2004",0.165194418032795,0.538268340518996,0.306899747946379,0.758919680930434,"Reported Exposure"
"f2.reported.exposure_MTC:PostP13","Omitting Derdeyn_2004",-0.341760233497669,1.05826130366211,-0.322945034761271,0.746736869271698,"Reported Exposure"
"f2.reported.exposure_MTC:PreP13","Omitting Derdeyn_2004",0.199120574914302,0.420524091093203,0.473505749448656,0.635852400070051,"Reported Exposure"
"f2.reported.exposure_PWID13","Omitting Derdeyn_2004",0.700964560768986,0.373059513145711,1.87896176365619,0.0602497143347904,"Reported Exposure"
"f2.(Intercept)14","Omitting Sagar_2004",-1.2484037831476,0.190391308785947,-6.55704186870816,5.48856076121597e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM14","Omitting Sagar_2004",-0.62581021728648,0.239444896333261,-2.61358762232908,0.00895971060041539,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection14","Omitting Sagar_2004",0.550536293468622,0.616373948467501,0.893185532642039,0.371757824338597,"Reported Exposure"
"f2.reported.exposure_MSM14","Omitting Sagar_2004",0.242145268639816,0.234628525551149,1.03203678270155,0.302054886584941,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP14","Omitting Sagar_2004",0.614573318537654,0.417865269146405,1.47074515140508,0.14136005057469,"Reported Exposure"
"f2.reported.exposure_MTC:notiming14","Omitting Sagar_2004",0.1495761741095,0.52517370230747,0.284812764714423,0.775787592257498,"Reported Exposure"
"f2.reported.exposure_MTC:PostP14","Omitting Sagar_2004",-0.333312290442092,1.03218154210758,-0.322920219791483,0.746755662808019,"Reported Exposure"
"f2.reported.exposure_MTC:PreP14","Omitting Sagar_2004",0.219080758167603,0.408446123322987,0.536376147691726,0.591698612828061,"Reported Exposure"
"f2.reported.exposure_PWID14","Omitting Sagar_2004",0.307931541219968,0.396786500670121,0.776063552313174,0.437711462667053,"Reported Exposure"
"f2.(Intercept)15","Omitting Ritola_2004",-1.28442790856543,0.19860318145638,-6.4673078202805,9.9764295069134e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM15","Omitting Ritola_2004",-0.604577534115352,0.235349167421475,-2.56885350706444,0.0102035581421356,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection15","Omitting Ritola_2004",0.587113090855148,0.621260632070975,0.945035079557517,0.344640967119834,"Reported Exposure"
"f2.reported.exposure_MSM15","Omitting Ritola_2004",0.263997633786098,0.244543618631852,1.07955233206692,0.280341578032729,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP15","Omitting Ritola_2004",0.624727259088412,0.434422128034042,1.43806500353835,0.150415611204196,"Reported Exposure"
"f2.reported.exposure_MTC:notiming15","Omitting Ritola_2004",0.212039516318021,0.54581651197956,0.388481314991734,0.697659878913004,"Reported Exposure"
"f2.reported.exposure_MTC:PostP15","Omitting Ritola_2004",-0.305755458184825,1.07161934571539,-0.285320957863736,0.775398257835764,"Reported Exposure"
"f2.reported.exposure_MTC:PreP15","Omitting Ritola_2004",0.229230153430195,0.427128945521713,0.536676701107681,0.591490952472784,"Reported Exposure"
"f2.reported.exposure_PWID15","Omitting Ritola_2004",0.734470423121634,0.377953279683706,1.94328363478228,0.0519818977155002,"Reported Exposure"
"f2.(Intercept)16","Omitting Gottlieb_2008",-1.29075079836902,0.1976794703659,-6.52951364135014,6.59836021665334e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM16","Omitting Gottlieb_2008",-0.639310381366517,0.234071761322704,-2.73125804562615,0.00630930495628475,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection16","Omitting Gottlieb_2008",0.589749918918358,0.621303787158011,0.949213462251715,0.342512056002276,"Reported Exposure"
"f2.reported.exposure_MSM16","Omitting Gottlieb_2008",0.26706965556055,0.243560665167089,1.09652211442818,0.2728503509948,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP16","Omitting Gottlieb_2008",0.630813626951415,0.434014106077852,1.45344037928173,0.146101522044173,"Reported Exposure"
"f2.reported.exposure_MTC:notiming16","Omitting Gottlieb_2008",0.218801457494591,0.545784773358036,0.40089329745932,0.688498684840415,"Reported Exposure"
"f2.reported.exposure_MTC:PostP16","Omitting Gottlieb_2008",-0.299644020270159,1.07175042580405,-0.279583766010973,0.779796863443125,"Reported Exposure"
"f2.reported.exposure_MTC:PreP16","Omitting Gottlieb_2008",0.235241386620921,0.426726807931832,0.551269295128278,0.581449083696914,"Reported Exposure"
"f2.reported.exposure_PWID16","Omitting Gottlieb_2008",0.737479993241144,0.377577063176534,1.95319066003843,0.0507970073921676,"Reported Exposure"
"f2.(Intercept)17","Omitting Keele_2008",-1.27752266677098,0.199100019335483,-6.41648690459621,1.39454939819421e-10,"Reported Exposure"
"f2.reported.exposure_HSX:FTM17","Omitting Keele_2008",-0.616237330850266,0.241941987852571,-2.54704582829903,0.0108639165003682,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection17","Omitting Keele_2008",0.572965632059073,0.621153559176457,0.922421877158246,0.356308562733946,"Reported Exposure"
"f2.reported.exposure_MSM17","Omitting Keele_2008",0.242975663674598,0.248930582535324,0.976077994113557,0.329025815525372,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP17","Omitting Keele_2008",0.621899911279785,0.432439905617589,1.43811869164021,0.150400380003877,"Reported Exposure"
"f2.reported.exposure_MTC:notiming17","Omitting Keele_2008",0.201356936217933,0.543218626603603,0.37067384356256,0.71088047444787,"Reported Exposure"
"f2.reported.exposure_MTC:PostP17","Omitting Keele_2008",-0.311324248998219,1.06542880030783,-0.292205587936301,0.770129439437893,"Reported Exposure"
"f2.reported.exposure_MTC:PreP17","Omitting Keele_2008",0.22635705092632,0.424842652462216,0.532802084758783,0.5941705905583,"Reported Exposure"
"f2.reported.exposure_PWID17","Omitting Keele_2008",0.669827717535473,0.379938567417115,1.7629895329897,0.0779022550370029,"Reported Exposure"
"f2.(Intercept)18","Omitting Kwiek_2008",-1.26632752071719,0.193737949092818,-6.53629052360052,6.30633599010802e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM18","Omitting Kwiek_2008",-0.639552074342913,0.233393016613938,-2.74023654872594,0.00613949799924076,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection18","Omitting Kwiek_2008",0.575606647071132,0.61885017491749,0.930122783188801,0.352307515762057,"Reported Exposure"
"f2.reported.exposure_MSM18","Omitting Kwiek_2008",0.267995499185198,0.237218188936829,1.12974262381105,0.258584691139776,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP18","Omitting Kwiek_2008",-0.120194334490326,0.528485162025702,-0.227431805331331,0.820087991115543,"Reported Exposure"
"f2.reported.exposure_MTC:notiming18","Omitting Kwiek_2008",0.181281739593635,0.535594202518897,0.338468450071094,0.735010198751548,"Reported Exposure"
"f2.reported.exposure_MTC:PostP18","Omitting Kwiek_2008",-0.319550530695847,1.05090964262765,-0.304070414557103,0.761074246065925,"Reported Exposure"
"f2.reported.exposure_MTC:PreP18","Omitting Kwiek_2008",0.280620530160391,0.481966093851167,0.582241227630938,0.560404206961937,"Reported Exposure"
"f2.reported.exposure_PWID18","Omitting Kwiek_2008",0.718459290931357,0.370837350538821,1.93739732496591,0.0526967933838675,"Reported Exposure"
"f2.(Intercept)19","Omitting SalazarGonzalez_2008",-1.28262485755244,0.200297315214783,-6.40360484201726,1.51750564180578e-10,"Reported Exposure"
"f2.reported.exposure_HSX:FTM19","Omitting SalazarGonzalez_2008",-0.707990437384398,0.238507089731329,-2.96842512389015,0.00299330019721483,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection19","Omitting SalazarGonzalez_2008",0.592233689606198,0.621679663321175,0.95263481266595,0.340775132277656,"Reported Exposure"
"f2.reported.exposure_MSM19","Omitting SalazarGonzalez_2008",0.281414281933855,0.242058249817604,1.16258909640926,0.244996256757794,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP19","Omitting SalazarGonzalez_2008",0.621453447639103,0.435685329720594,1.42638139328134,0.153758281604523,"Reported Exposure"
"f2.reported.exposure_MTC:notiming19","Omitting SalazarGonzalez_2008",0.211147968525478,0.54732808390672,0.385779525542241,0.699659959993912,"Reported Exposure"
"f2.reported.exposure_MTC:PostP19","Omitting SalazarGonzalez_2008",-0.308853587957438,1.07373936778004,-0.287642976708578,0.773620043850763,"Reported Exposure"
"f2.reported.exposure_MTC:PreP19","Omitting SalazarGonzalez_2008",0.226204773653298,0.428486199173157,0.527916124462822,0.597557552676319,"Reported Exposure"
"f2.reported.exposure_PWID19","Omitting SalazarGonzalez_2008",0.72862408648714,0.37917086464315,1.92162466695027,0.0546530024816071,"Reported Exposure"
"f2.(Intercept)20","Omitting Abrahams_2009",-1.24423736097533,0.203179843044581,-6.12382282775129,9.13564780223678e-10,"Reported Exposure"
"f2.reported.exposure_HSX:FTM20","Omitting Abrahams_2009",-0.865764606310103,0.258454398829646,-3.34977702151919,0.000808766377906829,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection20","Omitting Abrahams_2009",0.559909152235762,0.622226726935739,0.899847480022482,0.368201422896914,"Reported Exposure"
"f2.reported.exposure_MSM20","Omitting Abrahams_2009",0.241899996721605,0.244067232881793,0.991120331334125,0.321626826365339,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP20","Omitting Abrahams_2009",0.580139603682639,0.438962055528412,1.32161674654152,0.186295804026571,"Reported Exposure"
"f2.reported.exposure_MTC:notiming20","Omitting Abrahams_2009",0.176363526499917,0.550401259364024,0.320427185620362,0.748644519915172,"Reported Exposure"
"f2.reported.exposure_MTC:PostP20","Omitting Abrahams_2009",-0.34749529414793,1.07914756915106,-0.322009059818666,0.747445831036715,"Reported Exposure"
"f2.reported.exposure_MTC:PreP20","Omitting Abrahams_2009",0.184492274550833,0.432034710009029,0.427031139574358,0.669356646933461,"Reported Exposure"
"f2.reported.exposure_PWID20","Omitting Abrahams_2009",0.684174066414034,0.381941168196855,1.7913074666552,0.0732439685998859,"Reported Exposure"
"f2.(Intercept)21","Omitting Kearney_2009",-1.25552674518825,0.192840307874274,-6.51070701467046,7.47979083714035e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM21","Omitting Kearney_2009",-0.63146934797572,0.23383182626824,-2.70052780262397,0.00692295504754042,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection21","Omitting Kearney_2009",0.58235079665958,0.618940174165754,0.940883822001875,0.346764399058276,"Reported Exposure"
"f2.reported.exposure_MSM21","Omitting Kearney_2009",0.288489550232424,0.238014216705812,1.21206856558909,0.225486135361549,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP21","Omitting Kearney_2009",0.606898594215048,0.426309097898981,1.42361164048828,0.154558924313252,"Reported Exposure"
"f2.reported.exposure_MTC:notiming21","Omitting Kearney_2009",0.172008877013748,0.535607063066273,0.321147514427875,0.748098604443016,"Reported Exposure"
"f2.reported.exposure_MTC:PostP21","Omitting Kearney_2009",-0.331280784995099,1.05376572812065,-0.314378021750551,0.753233946682671,"Reported Exposure"
"f2.reported.exposure_MTC:PreP21","Omitting Kearney_2009",0.211568825782393,0.418116762755771,0.506004170672234,0.612853721820377,"Reported Exposure"
"f2.reported.exposure_PWID21","Omitting Kearney_2009",0.738528721786191,0.374022696863913,1.97455589721846,0.04831856815072,"Reported Exposure"
"f2.(Intercept)22","Omitting SalazarGonzalez_2009",-1.27855196443921,0.19553726572968,-6.53866136292783,6.20718908599531e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM22","Omitting SalazarGonzalez_2009",-0.638902923431896,0.233880831666126,-2.73174555982405,0.0062999773625429,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection22","Omitting SalazarGonzalez_2009",0.596787060161912,0.62050542374217,0.96177573527526,0.336162269257647,"Reported Exposure"
"f2.reported.exposure_MSM22","Omitting SalazarGonzalez_2009",0.294675335456095,0.239896256702667,1.22834486667844,0.219317535053392,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP22","Omitting SalazarGonzalez_2009",0.622141092875311,0.431493162770144,1.44183302669555,0.149349483408692,"Reported Exposure"
"f2.reported.exposure_MTC:notiming22","Omitting SalazarGonzalez_2009",0.202954677549098,0.542185470954279,0.374327030917825,0.708161023737708,"Reported Exposure"
"f2.reported.exposure_MTC:PostP22","Omitting SalazarGonzalez_2009",-0.310702840123457,1.06601484403498,-0.291462020310536,0.770697986935898,"Reported Exposure"
"f2.reported.exposure_MTC:PreP22","Omitting SalazarGonzalez_2009",0.226670686903599,0.423943288414781,0.534672191063979,0.59287655438037,"Reported Exposure"
"f2.reported.exposure_PWID22","Omitting SalazarGonzalez_2009",0.731643070624144,0.375584338264381,1.94801272599692,0.0514134404424974,"Reported Exposure"
"f2.(Intercept)23","Omitting Novitsky_2009",-1.28728229017043,0.199657737408815,-6.44744504709384,1.13751395163591e-10,"Reported Exposure"
"f2.reported.exposure_HSX:FTM23","Omitting Novitsky_2009",-0.664805501407959,0.236577076687947,-2.81010109142932,0.00495259411654205,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection23","Omitting Novitsky_2009",0.597360243018389,0.621561203428189,0.961064235868775,0.336519870685005,"Reported Exposure"
"f2.reported.exposure_MSM23","Omitting Novitsky_2009",0.287394636256738,0.241729743533569,1.18890887011109,0.234475529286444,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP23","Omitting Novitsky_2009",0.62726072113139,0.434921654513229,1.44223842299467,0.149235124680774,"Reported Exposure"
"f2.reported.exposure_MTC:notiming23","Omitting Novitsky_2009",0.215326448646224,0.546522209452508,0.393993958382647,0.693585499747083,"Reported Exposure"
"f2.reported.exposure_MTC:PostP23","Omitting Novitsky_2009",-0.303269285564409,1.07223831886072,-0.282837574660305,0.777301349436006,"Reported Exposure"
"f2.reported.exposure_MTC:PreP23","Omitting Novitsky_2009",0.231727885943882,0.427653751880677,0.541858652998649,0.587915882179759,"Reported Exposure"
"f2.reported.exposure_PWID23","Omitting Novitsky_2009",0.735853202931787,0.378613596650806,1.94354669098284,0.0519501397013579,"Reported Exposure"
"f2.(Intercept)24","Omitting Haaland_2009",-1.29037144493365,0.200893509387484,-6.42316144940642,1.33472796569827e-10,"Reported Exposure"
"f2.reported.exposure_HSX:FTM24","Omitting Haaland_2009",-0.573404487626746,0.236945730005445,-2.41998236310724,0.0155212598849724,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection24","Omitting Haaland_2009",0.603592924604418,0.621832042552312,0.970668738984515,0.331713263747878,"Reported Exposure"
"f2.reported.exposure_MSM24","Omitting Haaland_2009",0.294904714944197,0.242773845221314,1.21473017274724,0.22446902064735,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP24","Omitting Haaland_2009",0.631517124408915,0.434599052709567,1.45310285531373,0.146195198415137,"Reported Exposure"
"f2.reported.exposure_MTC:notiming24","Omitting Haaland_2009",0.217165721550212,0.546397020314432,0.397450413300644,0.691035345932046,"Reported Exposure"
"f2.reported.exposure_MTC:PostP24","Omitting Haaland_2009",-0.299872200799078,1.07045713276433,-0.280134712190382,0.779374153950178,"Reported Exposure"
"f2.reported.exposure_MTC:PreP24","Omitting Haaland_2009",0.236083389367601,0.427238809058419,0.552579457582283,0.580551411685464,"Reported Exposure"
"f2.reported.exposure_PWID24","Omitting Haaland_2009",0.74509691567555,0.378734955094309,1.96733072998243,0.0491450945093248,"Reported Exposure"
"f2.(Intercept)25","Omitting Bar_2010",-1.28379699377334,0.196302224219121,-6.53990039532264,6.15598184837245e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM25","Omitting Bar_2010",-0.641596338663116,0.233916617542891,-2.74284206655593,0.00609099729489782,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection25","Omitting Bar_2010",0.591022263874558,0.620314281383486,0.952778747180222,0.340702184633743,"Reported Exposure"
"f2.reported.exposure_MSM25","Omitting Bar_2010",0.280265878676722,0.239160727480527,1.1718724960792,0.241248250978337,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP25","Omitting Bar_2010",0.628142186022724,0.431073333186697,1.45715853351262,0.145072623960337,"Reported Exposure"
"f2.reported.exposure_MTC:notiming25","Omitting Bar_2010",0.207341019108697,0.5422368338259,0.382380919506603,0.702178841072404,"Reported Exposure"
"f2.reported.exposure_MTC:PostP25","Omitting Bar_2010",-0.30522809546765,1.06481932046957,-0.286647781083694,0.77438202491168,"Reported Exposure"
"f2.reported.exposure_MTC:PreP25","Omitting Bar_2010",0.232771849535865,0.423444294237975,0.549710676713116,0.582517832650385,"Reported Exposure"
"f2.reported.exposure_PWID25","Omitting Bar_2010",0.596786431956455,0.396011311077319,1.50699339958988,0.131812349049624,"Reported Exposure"
"f2.(Intercept)26","Omitting Zhang_2010",-1.26777390194722,0.193102584153132,-6.56528708565529,5.19327091700637e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM26","Omitting Zhang_2010",-0.639394519616004,0.233437746865037,-2.73903654487238,0.00616195236094285,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection26","Omitting Zhang_2010",0.576967578568092,0.618743397873331,0.932482803939685,0.3510870694985,"Reported Exposure"
"f2.reported.exposure_MSM26","Omitting Zhang_2010",0.269438712709856,0.236694085005448,1.13834155468505,0.254977888526792,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP26","Omitting Zhang_2010",0.852708611246296,0.443977145296582,1.92061375293694,0.0547804200224418,"Reported Exposure"
"f2.reported.exposure_MTC:notiming26","Omitting Zhang_2010",0.18350711729935,0.535341148287535,0.342785376925271,0.731759927721858,"Reported Exposure"
"f2.reported.exposure_MTC:PostP26","Omitting Zhang_2010",-0.318631164084119,1.05222944801439,-0.302815288704753,0.7620306314306,"Reported Exposure"
"f2.reported.exposure_MTC:PreP26","Omitting Zhang_2010",0.324259775986858,0.422140900907419,0.768131624511723,0.442408990390547,"Reported Exposure"
"f2.reported.exposure_PWID26","Omitting Zhang_2010",0.719736422919663,0.370915666437059,1.94043144586829,0.052327278057907,"Reported Exposure"
"f2.(Intercept)27","Omitting Li_2010",-1.29084273188741,0.197806192085373,-6.52579536706458,6.76416177409551e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM27","Omitting Li_2010",-0.639079084285809,0.234103653223375,-2.72989795539849,0.00633539326721473,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection27","Omitting Li_2010",0.593656763867764,0.62123838959027,0.95560218720434,0.339273256077588,"Reported Exposure"
"f2.reported.exposure_MSM27","Omitting Li_2010",0.273655765453026,0.243220583419031,1.1251340721503,0.260532225043203,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP27","Omitting Li_2010",0.630011617325175,0.434565697637252,1.44974999350056,0.147128248952312,"Reported Exposure"
"f2.reported.exposure_MTC:notiming27","Omitting Li_2010",0.219203271581293,0.546334807318393,0.401225162015983,0.688254356906489,"Reported Exposure"
"f2.reported.exposure_MTC:PostP27","Omitting Li_2010",-0.300243282400218,1.07309135481173,-0.279792844340727,0.779636441925388,"Reported Exposure"
"f2.reported.exposure_MTC:PreP27","Omitting Li_2010",0.234539302399191,0.427343231946049,0.548831208420311,0.583121290897041,"Reported Exposure"
"f2.reported.exposure_PWID27","Omitting Li_2010",0.738453269085303,0.377956063767703,1.95380717463278,0.0507240254766966,"Reported Exposure"
"f2.(Intercept)28","Omitting Masharsky_2010",-1.28544803414064,0.197204596854413,-6.51834721220836,7.10862938145782e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM28","Omitting Masharsky_2010",-0.638199145658192,0.234077667991624,-2.72644183075606,0.00640212359680274,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection28","Omitting Masharsky_2010",0.598297437022334,0.621161466341999,0.963191487948679,0.335451436000706,"Reported Exposure"
"f2.reported.exposure_MSM28","Omitting Masharsky_2010",0.288945645262782,0.240450411139523,1.20168497069077,0.229485606266985,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP28","Omitting Masharsky_2010",0.625154536529145,0.434147452685861,1.43995901084209,0.149878996060606,"Reported Exposure"
"f2.reported.exposure_MTC:notiming28","Omitting Masharsky_2010",0.214102809845077,0.545658193773067,0.392375322662376,0.694780916797605,"Reported Exposure"
"f2.reported.exposure_MTC:PostP28","Omitting Masharsky_2010",-0.304742933558278,1.07217542152789,-0.284228613564008,0.776235188862519,"Reported Exposure"
"f2.reported.exposure_MTC:PreP28","Omitting Masharsky_2010",0.229662716272145,0.426891328232641,0.537988713012663,0.590584840924053,"Reported Exposure"
"f2.reported.exposure_PWID28","Omitting Masharsky_2010",0.781447786518788,0.397695173038981,1.96494159219326,0.0494209980871881,"Reported Exposure"
"f2.(Intercept)29","Omitting Nofemela_2011",-1.3035583039403,0.203174874266545,-6.41594246653826,1.39954298038019e-10,"Reported Exposure"
"f2.reported.exposure_HSX:FTM29","Omitting Nofemela_2011",-0.632713230007907,0.235022101850327,-2.69214352618992,0.00709943854669478,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection29","Omitting Nofemela_2011",0.611975749697729,0.622580612561095,0.982966281555506,0.3256240340592,"Reported Exposure"
"f2.reported.exposure_MSM29","Omitting Nofemela_2011",0.303261975104171,0.244087647421574,1.24243065270892,0.214077711918746,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP29","Omitting Nofemela_2011",0.640989902516816,0.437794723059645,1.46413345971164,0.143157486639338,"Reported Exposure"
"f2.reported.exposure_MTC:notiming29","Omitting Nofemela_2011",0.234239484678708,0.549688054952324,0.426131662437205,0.670011909755202,"Reported Exposure"
"f2.reported.exposure_MTC:PostP29","Omitting Nofemela_2011",-0.287817737841852,1.07679795931154,-0.267290381963456,0.789245591543041,"Reported Exposure"
"f2.reported.exposure_MTC:PreP29","Omitting Nofemela_2011",0.245312442220156,0.430740322041929,0.569513532091098,0.569007690019711,"Reported Exposure"
"f2.reported.exposure_PWID29","Omitting Nofemela_2011",0.75252420615498,0.381143873321525,1.97438358275844,0.0483381433679163,"Reported Exposure"
"f2.(Intercept)30","Omitting Rolland_2011",-1.28201269544611,0.197965898909382,-6.47592692735908,9.42316456460963e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM30","Omitting Rolland_2011",-0.641807917864206,0.234206870170205,-2.74034624773297,0.00613744900206149,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection30","Omitting Rolland_2011",0.598696110235837,0.621518870980592,0.963279054248591,0.33540750176937,"Reported Exposure"
"f2.reported.exposure_MSM30","Omitting Rolland_2011",0.289664187589159,0.243254648456285,1.19078582640617,0.233737674451848,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP30","Omitting Rolland_2011",0.619755740003611,0.435522737591724,1.42301580723575,0.154731572951173,"Reported Exposure"
"f2.reported.exposure_MTC:notiming30","Omitting Rolland_2011",0.21161862505891,0.547122320205393,0.386784850925963,0.698915493251532,"Reported Exposure"
"f2.reported.exposure_MTC:PostP30","Omitting Rolland_2011",-0.309303793876647,1.07518772231511,-0.287674224190962,0.773596122444411,"Reported Exposure"
"f2.reported.exposure_MTC:PreP30","Omitting Rolland_2011",0.224403915112832,0.428404829887968,0.523812757133283,0.600408779514699,"Reported Exposure"
"f2.reported.exposure_PWID30","Omitting Rolland_2011",0.733608975591878,0.378729518817547,1.93702613380209,0.0527421488733923,"Reported Exposure"
"f2.(Intercept)31","Omitting CollinsFairclough_2011",-1.27404580058853,0.195856690696816,-6.50498992940067,7.76985850286966e-11,"Reported Exposure"
"f2.reported.exposure_HSX:FTM31","Omitting CollinsFairclough_2011",-0.631248099411432,0.234193822528359,-2.69540883955209,0.00703023117541001,"Reported Exposure"
"f2.reported.exposure_HSX:nodirection31","Omitting CollinsFairclough_2011",0.615649568598183,0.69216816276035,0.889450861396149,0.373760820737034,"Reported Exposure"
"f2.reported.exposure_MSM31","Omitting CollinsFairclough_2011",0.296913927250247,0.240413160782586,1.23501528070985,0.216824817167577,"Reported Exposure"
"f2.reported.exposure_MTC:IntraP31","Omitting CollinsFairclough_2011",0.617230389637931,0.431716280437765,1.42971302590686,0.15279940015118,"Reported Exposure"
"f2.reported.exposure_MTC:notiming31","Omitting CollinsFairclough_2011",0.198914188086972,0.54250167501076,0.366660965762044,0.713871926422779,"Reported Exposure"
