"","coefs.Estimate","coefs.Std..Error","coefs.z.value","coefs.Pr...z..","coefs.rep","preds.covariate_level","preds.predicted","preds.std.error","preds.conf.low","preds.conf.high","preds.group","preds.label"
"reported.exposure_MTC:IntraP2",0.00210043403679983,0.370644032285591,0.00566698463711238,0.995478424653271,3,"MTC:IntraP",0.235251991810729,0.414831900525656,0.120051272632149,0.40954816543442,"1","original"
"reported.exposure_MTC:notiming2",-0.129112359723934,0.473003553062577,-0.272962769281466,0.784881834934063,3,"MTC:notiming",0.212469788538611,0.455506319172201,0.0994923496161311,0.397156804327832,"1","original"
"reported.exposure_MTC:PostP2",-0.272021383504413,0.955332700495521,-0.284739948044612,0.775843382822577,3,"MTC:PostP",0.189538610227124,0.962111556147324,0.0342666577088958,0.606516559814115,"1","original"
"reported.exposure_MTC:PreP2",-0.670662817741727,0.364566562500307,-1.83961692246848,0.0658244981438213,3,"MTC:PreP",0.135679004782395,0.438196650136359,0.0623564917222782,0.270358841053481,"1","original"
"reported.exposure_PWID2",0.556143926648606,0.297879555363915,1.8670093889766,0.0619002767185299,3,"PWID",0.348680189874521,0.322972680684403,0.221342421499333,0.502042284005781,"1","original"
"(Intercept)3",-1.2028538379146,0.246460086958641,-4.880521843346,1.05805493494875e-06,4,"HSX:MTF",0.230967923697537,0.246460086958641,0.156314903475219,0.327436817959735,"1","original"
"reported.exposure_HSX:FTM3",-0.576863546513656,0.222895334050762,-2.58804675732818,0.0096521877794367,4,"HSX:FTM",0.144338034895907,0.286371917265595,0.0877841220385755,0.228211319960017,"1","original"
"reported.exposure_HSX:nodirection3",0.0711060198340816,0.577548643133082,0.123116936866731,0.902014499633876,4,"HSX:nodirection",0.243838691520331,0.600762301824682,0.0903622137281268,0.511429172970901,"1","original"
"reported.exposure_MSM3",0.213648788515825,0.188390712625743,1.13407282948316,0.256763999671682,4,"MSM",0.271069123870937,0.224785388044816,0.193133539461594,0.366181439458004,"1","original"
"reported.exposure_MTC:IntraP3",0.0908131775411364,0.381354808915335,0.238133033642426,0.811777914426863,4,"MTC:IntraP",0.247490642160114,0.42359716026185,0.125398044767285,0.430011193712142,"1","original"
"reported.exposure_MTC:notiming3",-0.4295429881539,0.50057154657567,-0.858105082265132,0.390834441262263,4,"MTC:notiming",0.163502284584219,0.483232330164676,0.0704685068751268,0.335084135340489,"1","original"
"reported.exposure_MTC:PostP3",-1.14419009534267,1.17621208858696,-0.972775323808517,0.330664979421116,4,"MTC:PostP",0.087301023352562,1.18736173525262,0.00924641289966187,0.495035739242587,"1","original"
"reported.exposure_MTC:PreP3",-0.53495103843766,0.37880011229504,-1.41222513160449,0.157883682862728,4,"MTC:PreP",0.149591970714559,0.452680576758977,0.0675440141551786,0.299313877557898,"1","original"
"reported.exposure_PWID3",0.615304032862033,0.307214917982381,2.00284555484158,0.045193868490021,4,"PWID",0.357197240070671,0.33551415806983,0.223541612109179,0.517504308890605,"1","original"
"(Intercept)4",-1.10333866184859,0.235308626416472,-4.6889001846273,2.74677320366164e-06,5,"HSX:MTF",0.249114852560685,0.235308626416472,0.172996853268904,0.344762446311925,"1","original"
"reported.exposure_HSX:FTM4",-0.641487134339515,0.2230242555245,-2.87631106684289,0.00402352983660523,5,"HSX:FTM",0.148701005523601,0.275835062385997,0.0923349594160541,0.23072907867407,"1","original"
"reported.exposure_HSX:nodirection4",0.265989346587087,0.543608476923684,0.489303161886545,0.624627082878641,5,"HSX:nodirection",0.302093342353138,0.566425828202709,0.124823642273116,0.567786283865527,"1","original"
"reported.exposure_MSM4",0.264297867502583,0.182714147016733,1.44651014613761,0.148034168293862,5,"MSM",0.301736842244852,0.209929993468809,0.222614287057359,0.394703022802667,"1","original"
"reported.exposure_MTC:IntraP4",0.0400235423102811,0.356433700236995,0.11228888369329,0.910594355587143,5,"MTC:IntraP",0.256676440916286,0.394075772338387,0.137561892892288,0.427773559617202,"1","original"
"reported.exposure_MTC:notiming4",-0.430272854972962,0.452471919171254,-0.950938249960458,0.341635723293291,5,"MTC:notiming",0.177465892138214,0.44529761393089,0.0826875724346564,0.340549992245217,"1","original"
"reported.exposure_MTC:PostP4",-13.8161492735064,843.282775855221,-0.0163837678997945,0.986928229352142,5,"MTC:PostP",3.31549649295499e-07,843.282784485936,2.22044604925031e-16,1,"1","original"
"reported.exposure_MTC:PreP4",-0.543869526711257,0.348292294512849,-1.56153189513411,0.118398304372702,5,"MTC:PreP",0.161486627949696,0.417917541343133,0.0782538725536839,0.304045936821527,"1","original"
"reported.exposure_PWID4",0.535554265893433,0.28894380967627,1.85348932200162,0.0638122552368433,5,"PWID",0.36174822093835,0.320755411640795,0.232106728669718,0.515216464421667,"1","original"
"(Intercept)5",-1.10501561456139,0.241635120600743,-4.5730753535088,4.80617191785914e-06,6,"HSX:MTF",0.24880129940846,0.241635120600743,0.170992182174649,0.347188744557222,"1","original"
"reported.exposure_HSX:FTM5",-0.671888813225962,0.225111400348804,-2.98469474306894,0.00283861445212217,6,"HSX:FTM",0.144685795578574,0.278804053232241,0.0892074717252827,0.226101183258485,"1","original"
"reported.exposure_HSX:nodirection5",0.0983103916175637,0.578660287706421,0.169893102578763,0.865094205610925,6,"HSX:nodirection",0.267625138771551,0.60500131048228,0.100427280853758,0.544649633864777,"1","original"
"reported.exposure_MSM5",0.123928266285251,0.184048798301183,0.673344609848802,0.500728078532933,6,"MSM",0.272676083281089,0.222237884693578,0.195184844844855,0.366906958783175,"1","original"
"reported.exposure_MTC:IntraP5",0.0560245049485203,0.373381475615577,0.15004628940457,0.88072809495963,6,"MTC:IntraP",0.259418882520261,0.413398136156087,0.13479206101283,0.440595488323954,"1","original"
"reported.exposure_MTC:notiming5",-0.180812024034021,0.468661358968619,-0.38580527405104,0.699640889020276,6,"MTC:notiming",0.216559863509021,0.45674178209476,0.101467431171381,0.403565603186606,"1","original"
"reported.exposure_MTC:PostP5",-0.579668387450994,1.21316068571425,-0.477816660461357,0.632780702046262,6,"MTC:PostP",0.156476225554218,1.22093814651723,0.0166643502123596,0.670027799323161,"1","original"
"reported.exposure_MTC:PreP5",-0.515302277082558,0.365080175661556,-1.41147701638082,0.158104007911733,6,"MTC:PreP",0.165161033713766,0.437492639063171,0.0774300888423182,0.318028237812501,"1","original"
"reported.exposure_PWID5",0.466171209705492,0.296334544672654,1.57312476080184,0.115689932579881,6,"PWID",0.345507809949598,0.320240220593417,0.219856347810434,0.497203752629447,"1","original"
"(Intercept)6",-0.84044900013478,0.237778583368399,-3.53458662352547,0.00040841354301451,7,"HSX:MTF",0.301440227807093,0.237778583368399,0.213075380458315,0.407475469519146,"1","original"
"reported.exposure_HSX:FTM6",-0.751353747375452,0.22708315759759,-3.30871631046682,0.000937247527258397,7,"HSX:FTM",0.169130414141068,0.281647186195494,0.104910032240455,0.261191595023107,"1","original"
"reported.exposure_HSX:nodirection6",-0.0701161233139029,0.572821853818893,-0.122404763097728,0.902578466472284,7,"HSX:nodirection",0.28688420943183,0.594771257318083,0.111422224824314,0.563447401968881,"1","original"
"reported.exposure_MSM6",0.0693776463997583,0.190405565837508,0.364367743635,0.715583419196437,7,"MSM",0.316247396516302,0.223654335719232,0.229802665374401,0.417579704141668,"1","original"
"reported.exposure_MTC:IntraP6",-0.0260207822438297,0.390050703739577,-0.0667112813651091,0.946811553090488,7,"MTC:IntraP",0.295989397418641,0.424788696743558,0.154590645193048,0.491526002551035,"1","original"
