"","groups","mean","vcov","sd","ci.lb","ci.ub","analysis"
"1","publication",0.00375404291918002,0.092351123810418,0.3038932770076,0,0.32435748795269,"no_small"
"2","publication",0.00332907410292378,0.0959525301303322,0.309762054051706,0,0.336866350991198,"no_zero"
"3","publication",0,0,0,0,0.152351003714669,"sga_only"
